Projeto,Data_votacao,Partido_na_data_votacao,Deputado,UF,Voto,Avaliado_por,Avaliacao,Relevancia,Nome_consulta
MPV 676/2015,30/09/15,PCdoB,Jô Moraes,MG,Não,RB,Favorável,Muito relevante,JÔ MORAES
MPV 676/2015,30/09/15,PCdoB,João Derly,RS,Sim,RB,Favorável,Muito relevante,JOÃO DERLY
MPV 676/2015,30/09/15,PCdoB,Luciana Santos,PE,Não,RB,Favorável,Muito relevante,LUCIANA SANTOS
MPV 676/2015,30/09/15,PCdoB,Orlando Silva,SP,Não,RB,Favorável,Muito relevante,ORLANDO SILVA
MPV 676/2015,30/09/15,PCdoB,Rubens Pereira Júnior,MA,Não,RB,Favorável,Muito relevante,RUBENS PEREIRA JÚNIOR
MPV 676/2015,30/09/15,PCdoB,Wadson Ribeiro,MG,Não,RB,Favorável,Muito relevante,WADSON RIBEIRO
MPV 676/2015,30/09/15,PDT,Abel Mesquita Jr.,RR,Sim,RB,Favorável,Muito relevante,ABEL MESQUITA JR.
MPV 676/2015,30/09/15,PDT,Afonso Motta,RS,Não,RB,Favorável,Muito relevante,AFONSO MOTTA
MPV 676/2015,30/09/15,PDT,André Figueiredo,CE,Não,RB,Favorável,Muito relevante,ANDRÉ FIGUEIREDO
MPV 676/2015,30/09/15,PDT,Dagoberto,MS,Não,RB,Favorável,Muito relevante,DAGOBERTO
MPV 676/2015,30/09/15,PDT,Damião Feliciano,PB,Não,RB,Favorável,Muito relevante,DAMIÃO FELICIANO
MPV 676/2015,30/09/15,PDT,Félix Mendonça Júnior,BA,Não,RB,Favorável,Muito relevante,FÉLIX MENDONÇA JÚNIOR
MPV 676/2015,30/09/15,PDT,Flávia Morais,GO,Não,RB,Favorável,Muito relevante,FLÁVIA MORAIS
MPV 676/2015,30/09/15,PDT,Giovani Cherini,RS,Não,RB,Favorável,Muito relevante,GIOVANI CHERINI
MPV 676/2015,30/09/15,PDT,Major Olimpio,SP,Não,RB,Favorável,Muito relevante,MAJOR OLIMPIO
MPV 676/2015,30/09/15,PDT,Marcelo Matos,RJ,Não,RB,Favorável,Muito relevante,MARCELO MATOS
MPV 676/2015,30/09/15,PDT,Marcos Rogério,RO,Não,RB,Favorável,Muito relevante,MARCOS ROGÉRIO
MPV 676/2015,30/09/15,PDT,Mário Heringer,MG,Não,RB,Favorável,Muito relevante,MÁRIO HERINGER
MPV 676/2015,30/09/15,PDT,Ronaldo Lessa,AL,Não,RB,Favorável,Muito relevante,RONALDO LESSA
MPV 676/2015,30/09/15,PDT,Rosângela Curado,MA,Não,RB,Favorável,Muito relevante,ROSÂNGELA CURADO
MPV 676/2015,30/09/15,PDT,Sergio Vidigal,ES,Não,RB,Favorável,Muito relevante,SERGIO VIDIGAL
MPV 676/2015,30/09/15,PDT,Subtenente Gonzaga,MG,Sim,RB,Favorável,Muito relevante,SUBTENENTE GONZAGA
MPV 676/2015,30/09/15,PDT,Wolney Queiroz,PE,Não,RB,Favorável,Muito relevante,WOLNEY QUEIROZ
MPV 676/2015,30/09/15,PEN,André Fufuca,MA,Não,RB,Favorável,Muito relevante,ANDRÉ FUFUCA
MPV 676/2015,30/09/15,PEN,Junior Marreca,MA,Não,RB,Favorável,Muito relevante,JUNIOR MARRECA
MPV 676/2015,30/09/15,PHS,Adail Carneiro,CE,Não,RB,Favorável,Muito relevante,ADAIL CARNEIRO
MPV 676/2015,30/09/15,PHS,Carlos Andrade,RR,Não,RB,Favorável,Muito relevante,CARLOS ANDRADE
MPV 676/2015,30/09/15,PHS,Diego Garcia,PR,Não,RB,Favorável,Muito relevante,DIEGO GARCIA
MPV 676/2015,30/09/15,PHS,Kaio Maniçoba,PE,Não,RB,Favorável,Muito relevante,KAIO MANIÇOBA
MPV 676/2015,30/09/15,PHS,Marcelo Aro,MG,Não,RB,Favorável,Muito relevante,MARCELO ARO
MPV 676/2015,30/09/15,PMDB,Alberto Filho,MA,Não,RB,Favorável,Muito relevante,ALBERTO FILHO
MPV 676/2015,30/09/15,PMDB,Aníbal Gomes,CE,Não,RB,Favorável,Muito relevante,ANÍBAL GOMES
MPV 676/2015,30/09/15,PMDB,Baleia Rossi,SP,Sim,RB,Favorável,Muito relevante,BALEIA ROSSI
MPV 676/2015,30/09/15,PMDB,Cabuçu Borges,AP,Sim,RB,Favorável,Muito relevante,CABUÇU BORGES
MPV 676/2015,30/09/15,PMDB,Carlos Bezerra,MT,Não,RB,Favorável,Muito relevante,CARLOS BEZERRA
MPV 676/2015,30/09/15,PMDB,Carlos Henrique Gaguim,TO,Não,RB,Favorável,Muito relevante,CARLOS HENRIQUE GAGUIM
MPV 676/2015,30/09/15,PMDB,Carlos Marun,MS,Não,RB,Favorável,Muito relevante,CARLOS MARUN
MPV 676/2015,30/09/15,PMDB,Celso Jacob,RJ,Não,RB,Favorável,Muito relevante,CELSO JACOB
MPV 676/2015,30/09/15,PMDB,Celso Maldaner,SC,Sim,RB,Favorável,Muito relevante,CELSO MALDANER
MPV 676/2015,30/09/15,PMDB,Celso Pansera,RJ,Não,RB,Favorável,Muito relevante,CELSO PANSERA
MPV 676/2015,30/09/15,PMDB,Daniel Vilela,GO,Não,RB,Favorável,Muito relevante,DANIEL VILELA
MPV 676/2015,30/09/15,PMDB,Darcísio Perondi,RS,Não,RB,Favorável,Muito relevante,DARCÍSIO PERONDI
MPV 676/2015,30/09/15,PMDB,Dulce Miranda,TO,Não,RB,Favorável,Muito relevante,DULCE MIRANDA
MPV 676/2015,30/09/15,PMDB,Edinho Bez,SC,Sim,RB,Favorável,Muito relevante,EDINHO BEZ
MPV 676/2015,30/09/15,PMDB,Edio Lopes,RR,Não,RB,Favorável,Muito relevante,EDIO LOPES
MPV 676/2015,30/09/15,PMDB,Eduardo Cunha,RJ,Art. 17,RB,Favorável,Muito relevante,EDUARDO CUNHA
MPV 676/2015,30/09/15,PMDB,Elcione Barbalho,PA,Não,RB,Favorável,Muito relevante,ELCIONE BARBALHO
MPV 676/2015,30/09/15,PMDB,Fabio Reis,SE,Não,RB,Favorável,Muito relevante,FABIO REIS
MPV 676/2015,30/09/15,PMDB,Geraldo Resende,MS,Sim,RB,Favorável,Muito relevante,GERALDO RESENDE
MPV 676/2015,30/09/15,PMDB,Hildo Rocha,MA,Não,RB,Favorável,Muito relevante,HILDO ROCHA
MPV 676/2015,30/09/15,PMDB,Hugo Motta,PB,Não,RB,Favorável,Muito relevante,HUGO MOTTA
MPV 676/2015,30/09/15,PMDB,Jarbas Vasconcelos,PE,Sim,RB,Favorável,Muito relevante,JARBAS VASCONCELOS
MPV 676/2015,30/09/15,PMDB,Jéssica Sales,AC,Sim,RB,Favorável,Muito relevante,JÉSSICA SALES
MPV 676/2015,30/09/15,PMDB,João Arruda,PR,Não,RB,Favorável,Muito relevante,JOÃO ARRUDA
MPV 676/2015,30/09/15,PMDB,João Marcelo Souza,MA,Não,RB,Favorável,Muito relevante,JOÃO MARCELO SOUZA
MPV 676/2015,30/09/15,PMDB,José Fogaça,RS,Não,RB,Favorável,Muito relevante,JOSÉ FOGAÇA
MPV 676/2015,30/09/15,PMDB,José Priante,PA,Não,RB,Favorável,Muito relevante,JOSÉ PRIANTE
MPV 676/2015,30/09/15,PMDB,Josi Nunes,TO,Não,RB,Favorável,Muito relevante,JOSI NUNES
MPV 676/2015,30/09/15,PMDB,Laudivio Carvalho,MG,Sim,RB,Favorável,Muito relevante,LAUDIVIO CARVALHO
MPV 676/2015,30/09/15,PMDB,Leonardo Picciani,RJ,Não,RB,Favorável,Muito relevante,LEONARDO PICCIANI
MPV 676/2015,30/09/15,PMDB,Leonardo Quintão,MG,Não,RB,Favorável,Muito relevante,LEONARDO QUINTÃO
MPV 676/2015,30/09/15,PMDB,Lindomar Garçon,RO,Não,RB,Favorável,Muito relevante,LINDOMAR GARÇON
MPV 676/2015,30/09/15,PMDB,Lucio Mosquini,RO,Sim,RB,Favorável,Muito relevante,LUCIO MOSQUINI
MPV 676/2015,30/09/15,PMDB,Marcelo Castro,PI,Não,RB,Favorável,Muito relevante,MARCELO CASTRO
MPV 676/2015,30/09/15,PMDB,Marcos Rotta,AM,Não,RB,Favorável,Muito relevante,MARCOS ROTTA
MPV 676/2015,30/09/15,PMDB,Marinha Raupp,RO,Sim,RB,Favorável,Muito relevante,MARINHA RAUPP
MPV 676/2015,30/09/15,PMDB,Marquinho Mendes,RJ,Não,RB,Favorável,Muito relevante,MARQUINHO MENDES
MPV 676/2015,30/09/15,PMDB,Marx Beltrão,AL,Sim,RB,Favorável,Muito relevante,MARX BELTRÃO
MPV 676/2015,30/09/15,PMDB,Mauro Lopes,MG,Não,RB,Favorável,Muito relevante,MAURO LOPES
MPV 676/2015,30/09/15,PMDB,Mauro Mariani,SC,Não,RB,Favorável,Muito relevante,MAURO MARIANI
MPV 676/2015,30/09/15,PMDB,Mauro Pereira,RS,Não,RB,Favorável,Muito relevante,MAURO PEREIRA
MPV 676/2015,30/09/15,PMDB,Newton Cardoso Jr,MG,Sim,RB,Favorável,Muito relevante,NEWTON CARDOSO JR
MPV 676/2015,30/09/15,PMDB,Osmar Serraglio,PR,Não,RB,Favorável,Muito relevante,OSMAR SERRAGLIO
MPV 676/2015,30/09/15,PMDB,Osmar Terra,RS,Sim,RB,Favorável,Muito relevante,OSMAR TERRA
MPV 676/2015,30/09/15,PMDB,Pedro Chaves,GO,Não,RB,Favorável,Muito relevante,PEDRO CHAVES
MPV 676/2015,30/09/15,PMDB,Rogério Peninha Mendonça,SC,Não,RB,Favorável,Muito relevante,ROGÉRIO PENINHA MENDONÇA
MPV 676/2015,30/09/15,PMDB,Ronaldo Benedet,SC,Não,RB,Favorável,Muito relevante,RONALDO BENEDET
MPV 676/2015,30/09/15,PMDB,Roney Nemer,DF,Sim,RB,Favorável,Muito relevante,RONEY NEMER
MPV 676/2015,30/09/15,PMDB,Saraiva Felipe,MG,Não,RB,Favorável,Muito relevante,SARAIVA FELIPE
MPV 676/2015,30/09/15,PMDB,Simone Morgado,PA,Não,RB,Favorável,Muito relevante,SIMONE MORGADO
MPV 676/2015,30/09/15,PMDB,Valdir Colatto,SC,Sim,RB,Favorável,Muito relevante,VALDIR COLATTO
MPV 676/2015,30/09/15,PMDB,Veneziano Vital do Rêgo,PB,Sim,RB,Favorável,Muito relevante,VENEZIANO VITAL DO RÊGO
MPV 676/2015,30/09/15,PMDB,Vitor Valim,CE,Sim,RB,Favorável,Muito relevante,VITOR VALIM
MPV 676/2015,30/09/15,PMDB,Walter Alves,RN,Não,RB,Favorável,Muito relevante,WALTER ALVES
MPV 676/2015,30/09/15,PMN,Antônio Jácome,RN,Sim,RB,Favorável,Muito relevante,ANTÔNIO JÁCOME
MPV 676/2015,30/09/15,PMN,Hiran Gonçalves,RR,Sim,RB,Favorável,Muito relevante,HIRAN GONÇALVES
MPV 676/2015,30/09/15,PP,Afonso Hamm,RS,Sim,RB,Favorável,Muito relevante,AFONSO HAMM
MPV 676/2015,30/09/15,PP,Aguinaldo Ribeiro,PB,Não,RB,Favorável,Muito relevante,AGUINALDO RIBEIRO
MPV 676/2015,30/09/15,PP,Arthur Lira,AL,Não,RB,Favorável,Muito relevante,ARTHUR LIRA
MPV 676/2015,30/09/15,PP,Beto Rosado,RN,Sim,RB,Favorável,Muito relevante,BETO ROSADO
MPV 676/2015,30/09/15,PP,Cacá Leão,BA,Não,RB,Favorável,Muito relevante,CACÁ LEÃO
MPV 676/2015,30/09/15,PP,Conceição Sampaio,AM,Não,RB,Favorável,Muito relevante,CONCEIÇÃO SAMPAIO
MPV 676/2015,30/09/15,PP,Covatti Filho,RS,Sim,RB,Favorável,Muito relevante,COVATTI FILHO
MPV 676/2015,30/09/15,PP,Dilceu Sperafico,PR,Não,RB,Favorável,Muito relevante,DILCEU SPERAFICO
MPV 676/2015,30/09/15,PP,Dimas Fabiano,MG,Sim,RB,Favorável,Muito relevante,DIMAS FABIANO
MPV 676/2015,30/09/15,PP,Esperidião Amin,SC,Sim,RB,Favorável,Muito relevante,ESPERIDIÃO AMIN
MPV 676/2015,30/09/15,PP,Ezequiel Fonseca,MT,Sim,RB,Favorável,Muito relevante,EZEQUIEL FONSECA
MPV 676/2015,30/09/15,PP,Fernando Monteiro,PE,Não,RB,Favorável,Muito relevante,FERNANDO MONTEIRO
MPV 676/2015,30/09/15,PP,Iracema Portella,PI,Não,RB,Favorável,Muito relevante,IRACEMA PORTELLA
MPV 676/2015,30/09/15,PP,Jair Bolsonaro,RJ,Sim,RB,Favorável,Muito relevante,JAIR BOLSONARO
MPV 676/2015,30/09/15,PP,Jerônimo Goergen,RS,Sim,RB,Favorável,Muito relevante,JERÔNIMO GOERGEN
MPV 676/2015,30/09/15,PP,José Otávio Germano,RS,Sim,RB,Favorável,Muito relevante,JOSÉ OTÁVIO GERMANO
MPV 676/2015,30/09/15,PP,Julio Lopes,RJ,Sim,RB,Favorável,Muito relevante,JULIO LOPES
MPV 676/2015,30/09/15,PP,Lázaro Botelho,TO,Não,RB,Favorável,Muito relevante,LÁZARO BOTELHO
MPV 676/2015,30/09/15,PP,Luis Carlos Heinze,RS,Sim,RB,Favorável,Muito relevante,LUIS CARLOS HEINZE
MPV 676/2015,30/09/15,PP,Luiz Fernando Faria,MG,Sim,RB,Favorável,Muito relevante,LUIZ FERNANDO FARIA
MPV 676/2015,30/09/15,PP,Marcelo Belinati,PR,Sim,RB,Favorável,Muito relevante,MARCELO BELINATI
MPV 676/2015,30/09/15,PP,Marcus Vicente,ES,Não,RB,Favorável,Muito relevante,MARCUS VICENTE
MPV 676/2015,30/09/15,PP,Mário Negromonte Jr.,BA,Não,RB,Favorável,Muito relevante,MÁRIO NEGROMONTE JR.
MPV 676/2015,30/09/15,PP,Missionário José Olimpio,SP,Sim,RB,Favorável,Muito relevante,MISSIONÁRIO JOSÉ OLIMPIO
MPV 676/2015,30/09/15,PP,Nelson Meurer,PR,Não,RB,Favorável,Muito relevante,NELSON MEURER
MPV 676/2015,30/09/15,PP,Odelmo Leão,MG,Sim,RB,Favorável,Muito relevante,ODELMO LEÃO
MPV 676/2015,30/09/15,PP,Renato Molling,RS,Não,RB,Favorável,Muito relevante,RENATO MOLLING
MPV 676/2015,30/09/15,PP,Renzo Braz,MG,Sim,RB,Favorável,Muito relevante,RENZO BRAZ
MPV 676/2015,30/09/15,PP,Roberto Balestra,GO,Sim,RB,Favorável,Muito relevante,ROBERTO BALESTRA
MPV 676/2015,30/09/15,PP,Roberto Britto,BA,Não,RB,Favorável,Muito relevante,ROBERTO BRITTO
MPV 676/2015,30/09/15,PP,Ronaldo Carletto,BA,Não,RB,Favorável,Muito relevante,RONALDO CARLETTO
MPV 676/2015,30/09/15,PP,Sandes Júnior,GO,Não,RB,Favorável,Muito relevante,SANDES JÚNIOR
MPV 676/2015,30/09/15,PP,Toninho Pinheiro,MG,Não,RB,Favorável,Muito relevante,TONINHO PINHEIRO
MPV 676/2015,30/09/15,PPS,Alex Manente,SP,Sim,RB,Favorável,Muito relevante,ALEX MANENTE
MPV 676/2015,30/09/15,PPS,Arnaldo Jordy,PA,Sim,RB,Favorável,Muito relevante,ARNALDO JORDY
MPV 676/2015,30/09/15,PPS,Carmen Zanotto,SC,Sim,RB,Favorável,Muito relevante,CARMEN ZANOTTO
MPV 676/2015,30/09/15,PPS,Eliziane Gama,MA,Sim,RB,Favorável,Muito relevante,ELIZIANE GAMA
MPV 676/2015,30/09/15,PPS,Hissa Abrahão,AM,Sim,RB,Favorável,Muito relevante,HISSA ABRAHÃO
MPV 676/2015,30/09/15,PPS,Marcos Abrão,GO,Sim,RB,Favorável,Muito relevante,MARCOS ABRÃO
MPV 676/2015,30/09/15,PPS,Raul Jungmann,PE,Sim,RB,Favorável,Muito relevante,RAUL JUNGMANN
MPV 676/2015,30/09/15,PPS,Roberto Freire,SP,Sim,RB,Favorável,Muito relevante,ROBERTO FREIRE
MPV 676/2015,30/09/15,PPS,Rubens Bueno,PR,Sim,RB,Favorável,Muito relevante,RUBENS BUENO
MPV 676/2015,30/09/15,PPS,Sandro Alex,PR,Sim,RB,Favorável,Muito relevante,SANDRO ALEX
MPV 676/2015,30/09/15,PR,Aelton Freitas,MG,Não,RB,Favorável,Muito relevante,AELTON FREITAS
MPV 676/2015,30/09/15,PR,Alfredo Nascimento,AM,Não,RB,Favorável,Muito relevante,ALFREDO NASCIMENTO
MPV 676/2015,30/09/15,PR,Altineu Côrtes,RJ,Não,RB,Favorável,Muito relevante,ALTINEU CÔRTES
MPV 676/2015,30/09/15,PR,Bilac Pinto,MG,Não,RB,Favorável,Muito relevante,BILAC PINTO
MPV 676/2015,30/09/15,PR,Cabo Sabino,CE,Não,RB,Favorável,Muito relevante,CABO SABINO
MPV 676/2015,30/09/15,PR,Capitão Augusto,SP,Não,RB,Favorável,Muito relevante,CAPITÃO AUGUSTO
MPV 676/2015,30/09/15,PR,Dr. João,RJ,Sim,RB,Favorável,Muito relevante,DR. JOÃO
MPV 676/2015,30/09/15,PR,Francisco Floriano,RJ,Sim,RB,Favorável,Muito relevante,FRANCISCO FLORIANO
MPV 676/2015,30/09/15,PR,Gorete Pereira,CE,Não,RB,Favorável,Muito relevante,GORETE PEREIRA
MPV 676/2015,30/09/15,PR,João Carlos Bacelar,BA,Não,RB,Favorável,Muito relevante,JOÃO CARLOS BACELAR
MPV 676/2015,30/09/15,PR,Jorginho Mello,SC,Sim,RB,Favorável,Muito relevante,JORGINHO MELLO
MPV 676/2015,30/09/15,PR,José Rocha,BA,Não,RB,Favorável,Muito relevante,JOSÉ ROCHA
MPV 676/2015,30/09/15,PR,Lincoln Portela,MG,Não,RB,Favorável,Muito relevante,LINCOLN PORTELA
MPV 676/2015,30/09/15,PR,Luiz Cláudio,RO,Abstenção,RB,Favorável,Muito relevante,LUIZ CLÁUDIO
MPV 676/2015,30/09/15,PR,Luiz Nishimori,PR,Não,RB,Favorável,Muito relevante,LUIZ NISHIMORI
MPV 676/2015,30/09/15,PR,Marcio Alvino,SP,Não,RB,Favorável,Muito relevante,MARCIO ALVINO
MPV 676/2015,30/09/15,PR,Maurício Quintella Lessa,AL,Não,RB,Favorável,Muito relevante,MAURÍCIO QUINTELLA LESSA
MPV 676/2015,30/09/15,PR,Miguel Lombardi,SP,Não,RB,Favorável,Muito relevante,MIGUEL LOMBARDI
MPV 676/2015,30/09/15,PR,Milton Monti,SP,Não,RB,Favorável,Muito relevante,MILTON MONTI
MPV 676/2015,30/09/15,PR,Paulo Feijó,RJ,Não,RB,Favorável,Muito relevante,PAULO FEIJÓ
MPV 676/2015,30/09/15,PR,Remídio Monai,RR,Não,RB,Favorável,Muito relevante,REMÍDIO MONAI
MPV 676/2015,30/09/15,PR,Silas Freire,PI,Não,RB,Favorável,Muito relevante,SILAS FREIRE
MPV 676/2015,30/09/15,PR,Tiririca,SP,Não,RB,Favorável,Muito relevante,TIRIRICA
MPV 676/2015,30/09/15,PR,Vinicius Gurgel,AP,Não,RB,Favorável,Muito relevante,VINICIUS GURGEL
MPV 676/2015,30/09/15,PR,Wellington Roberto,PB,Não,RB,Favorável,Muito relevante,WELLINGTON ROBERTO
MPV 676/2015,30/09/15,PR,Zenaide Maia,RN,Não,RB,Favorável,Muito relevante,ZENAIDE MAIA
MPV 676/2015,30/09/15,PRB,Alan Rick,AC,Sim,RB,Favorável,Muito relevante,ALAN RICK
MPV 676/2015,30/09/15,PRB,Antonio Bulhões,SP,Não,RB,Favorável,Muito relevante,ANTONIO BULHÕES
MPV 676/2015,30/09/15,PRB,Beto Mansur,SP,Não,RB,Favorável,Muito relevante,BETO MANSUR
MPV 676/2015,30/09/15,PRB,Carlos Gomes,RS,Abstenção,RB,Favorável,Muito relevante,CARLOS GOMES
MPV 676/2015,30/09/15,PRB,Fausto Pinato,SP,Sim,RB,Favorável,Muito relevante,FAUSTO PINATO
MPV 676/2015,30/09/15,PRB,Jhonatan de Jesus,RR,Não,RB,Favorável,Muito relevante,JHONATAN DE JESUS
MPV 676/2015,30/09/15,PRB,Jony Marcos,SE,Não,RB,Favorável,Muito relevante,JONY MARCOS
MPV 676/2015,30/09/15,PRB,Marcelo Squassoni,SP,Não,RB,Favorável,Muito relevante,MARCELO SQUASSONI
MPV 676/2015,30/09/15,PRB,Roberto Alves,SP,Sim,RB,Favorável,Muito relevante,ROBERTO ALVES
MPV 676/2015,30/09/15,PRB,Roberto Sales,RJ,Não,RB,Favorável,Muito relevante,ROBERTO SALES
MPV 676/2015,30/09/15,PRB,Ronaldo Martins,CE,Sim,RB,Favorável,Muito relevante,RONALDO MARTINS
MPV 676/2015,30/09/15,PRB,Rosangela Gomes,RJ,Não,RB,Favorável,Muito relevante,ROSANGELA GOMES
MPV 676/2015,30/09/15,PRB,Tia Eron,BA,Não,RB,Favorável,Muito relevante,TIA ERON
MPV 676/2015,30/09/15,PRB,Vinicius Carvalho,SP,Sim,RB,Favorável,Muito relevante,VINICIUS CARVALHO
MPV 676/2015,30/09/15,PROS,Ademir Camilo,MG,Não,RB,Favorável,Muito relevante,ADEMIR CAMILO
MPV 676/2015,30/09/15,PROS,Beto Salame,PA,Abstenção,RB,Favorável,Muito relevante,BETO SALAME
MPV 676/2015,30/09/15,PROS,Domingos Neto,CE,Abstenção,RB,Favorável,Muito relevante,DOMINGOS NETO
MPV 676/2015,30/09/15,PROS,Dr. Jorge Silva,ES,Não,RB,Favorável,Muito relevante,DR. JORGE SILVA
MPV 676/2015,30/09/15,PROS,Hugo Leal,RJ,Não,RB,Favorável,Muito relevante,HUGO LEAL
MPV 676/2015,30/09/15,PROS,Leônidas Cristino,CE,Não,RB,Favorável,Muito relevante,LEÔNIDAS CRISTINO
MPV 676/2015,30/09/15,PROS,Rafael Motta,RN,Abstenção,RB,Favorável,Muito relevante,RAFAEL MOTTA
MPV 676/2015,30/09/15,PROS,Ronaldo Fonseca,DF,Abstenção,RB,Favorável,Muito relevante,RONALDO FONSECA
MPV 676/2015,30/09/15,PROS,Valtenir Pereira,MT,Não,RB,Favorável,Muito relevante,VALTENIR PEREIRA
MPV 676/2015,30/09/15,PROS,Vicente Arruda,CE,Não,RB,Favorável,Muito relevante,VICENTE ARRUDA
MPV 676/2015,30/09/15,PRP,Alexandre Valle,RJ,Não,RB,Favorável,Muito relevante,ALEXANDRE VALLE
MPV 676/2015,30/09/15,PRP,Juscelino Filho,MA,Sim,RB,Favorável,Muito relevante,JUSCELINO FILHO
MPV 676/2015,30/09/15,PRP,Marcelo Álvaro Antônio,MG,Sim,RB,Favorável,Muito relevante,MARCELO ÁLVARO ANTÔNIO
MPV 676/2015,30/09/15,PRTB,Cícero Almeida,AL,Sim,RB,Favorável,Muito relevante,CÍCERO ALMEIDA
MPV 676/2015,30/09/15,PSB,Átila Lira,PI,Sim,RB,Favorável,Muito relevante,ÁTILA LIRA
MPV 676/2015,30/09/15,PSB,Bebeto,BA,Sim,RB,Favorável,Muito relevante,BEBETO
MPV 676/2015,30/09/15,PSB,César Messias,AC,Sim,RB,Favorável,Muito relevante,CÉSAR MESSIAS
MPV 676/2015,30/09/15,PSB,Danilo Forte,CE,Sim,RB,Favorável,Muito relevante,DANILO FORTE
MPV 676/2015,30/09/15,PSB,Fabio Garcia,MT,Sim,RB,Favorável,Muito relevante,FABIO GARCIA
MPV 676/2015,30/09/15,PSB,Fabricio Oliveira,SC,Sim,RB,Favorável,Muito relevante,FABRICIO OLIVEIRA
MPV 676/2015,30/09/15,PSB,Fernando Coelho Filho,PE,Sim,RB,Favorável,Muito relevante,FERNANDO COELHO FILHO
MPV 676/2015,30/09/15,PSB,Flavinho,SP,Sim,RB,Favorável,Muito relevante,FLAVINHO
MPV 676/2015,30/09/15,PSB,Heitor Schuch,RS,Sim,RB,Favorável,Muito relevante,HEITOR SCHUCH
MPV 676/2015,30/09/15,PSB,Heráclito Fortes,PI,Sim,RB,Favorável,Muito relevante,HERÁCLITO FORTES
MPV 676/2015,30/09/15,PSB,João Fernando Coutinho,PE,Sim,RB,Favorável,Muito relevante,JOÃO FERNANDO COUTINHO
MPV 676/2015,30/09/15,PSB,José Reinaldo,MA,Sim,RB,Favorável,Muito relevante,JOSÉ REINALDO
MPV 676/2015,30/09/15,PSB,Jose Stédile,RS,Sim,RB,Favorável,Muito relevante,JOSE STÉDILE
MPV 676/2015,30/09/15,PSB,Júlio Delgado,MG,Sim,RB,Favorável,Muito relevante,JÚLIO DELGADO
MPV 676/2015,30/09/15,PSB,Keiko Ota,SP,Sim,RB,Favorável,Muito relevante,KEIKO OTA
MPV 676/2015,30/09/15,PSB,Leopoldo Meyer,PR,Sim,RB,Favorável,Muito relevante,LEOPOLDO MEYER
MPV 676/2015,30/09/15,PSB,Luciano Ducci,PR,Sim,RB,Favorável,Muito relevante,LUCIANO DUCCI
MPV 676/2015,30/09/15,PSB,Luiz Lauro Filho,SP,Sim,RB,Favorável,Muito relevante,LUIZ LAURO FILHO
MPV 676/2015,30/09/15,PSB,Luiza Erundina,SP,Sim,RB,Favorável,Muito relevante,LUIZA ERUNDINA
MPV 676/2015,30/09/15,PSB,Maria Helena,RR,Sim,RB,Favorável,Muito relevante,MARIA HELENA
MPV 676/2015,30/09/15,PSB,Marinaldo Rosendo,PE,Sim,RB,Favorável,Muito relevante,MARINALDO ROSENDO
MPV 676/2015,30/09/15,PSB,Pastor Eurico,PE,Sim,RB,Favorável,Muito relevante,PASTOR EURICO
MPV 676/2015,30/09/15,PSB,Paulo Foletto,ES,Sim,RB,Favorável,Muito relevante,PAULO FOLETTO
MPV 676/2015,30/09/15,PSB,Rodrigo Martins,PI,Sim,RB,Favorável,Muito relevante,RODRIGO MARTINS
MPV 676/2015,30/09/15,PSB,Stefano Aguiar,MG,Sim,RB,Favorável,Muito relevante,STEFANO AGUIAR
MPV 676/2015,30/09/15,PSB,Tadeu Alencar,PE,Sim,RB,Favorável,Muito relevante,TADEU ALENCAR
MPV 676/2015,30/09/15,PSB,Tenente Lúcio,MG,Sim,RB,Favorável,Muito relevante,TENENTE LÚCIO
MPV 676/2015,30/09/15,PSB,Valadares Filho,SE,Sim,RB,Favorável,Muito relevante,VALADARES FILHO
MPV 676/2015,30/09/15,PSB,Vicentinho Júnior,TO,Não,RB,Favorável,Muito relevante,VICENTINHO JÚNIOR
MPV 676/2015,30/09/15,PSC,Edmar Arruda,PR,Não,RB,Favorável,Muito relevante,EDMAR ARRUDA
MPV 676/2015,30/09/15,PSC,Eduardo Bolsonaro,SP,Sim,RB,Favorável,Muito relevante,EDUARDO BOLSONARO
MPV 676/2015,30/09/15,PSC,Erivelton Santana,BA,Sim,RB,Favorável,Muito relevante,ERIVELTON SANTANA
MPV 676/2015,30/09/15,PSC,Gilberto Nascimento,SP,Sim,RB,Favorável,Muito relevante,GILBERTO NASCIMENTO
MPV 676/2015,30/09/15,PSC,Júlia Marinho,PA,Sim,RB,Favorável,Muito relevante,JÚLIA MARINHO
MPV 676/2015,30/09/15,PSC,Marcos Reategui,AP,Não,RB,Favorável,Muito relevante,MARCOS REATEGUI
MPV 676/2015,30/09/15,PSC,Pr. Marco Feliciano,SP,Sim,RB,Favorável,Muito relevante,PR. MARCO FELICIANO
MPV 676/2015,30/09/15,PSC,Professor Victório Galli,MT,Sim,RB,Favorável,Muito relevante,PROFESSOR VICTÓRIO GALLI
MPV 676/2015,30/09/15,PSC,Silvio Costa,PE,Não,RB,Favorável,Muito relevante,SILVIO COSTA
MPV 676/2015,30/09/15,PSD,Alexandre Serfiotis,RJ,Sim,RB,Favorável,Muito relevante,ALEXANDRE SERFIOTIS
MPV 676/2015,30/09/15,PSD,Átila Lins,AM,Não,RB,Favorável,Muito relevante,ÁTILA LINS
MPV 676/2015,30/09/15,PSD,Cesar Souza,SC,Sim,RB,Favorável,Muito relevante,CESAR SOUZA
