Projeto,Data_votacao,Partido_na_data_votacao,Deputado,UF,Voto,Avaliado_por,Avaliacao,Relevancia,Nome_consulta
MPV 688/2015,10/11/15,DEM,Alberto Fraga,DF,Não,Greenpeace,Desfavorável,Pouco relevante,ALBERTO FRAGA
MPV 688/2015,10/11/15,DEM,Alexandre Leite,SP,Não,Greenpeace,Desfavorável,Pouco relevante,ALEXANDRE LEITE
MPV 688/2015,10/11/15,DEM,Claudio Cajado,BA,Não,Greenpeace,Desfavorável,Pouco relevante,CLAUDIO CAJADO
MPV 688/2015,10/11/15,DEM,Efraim Filho,PB,Não,Greenpeace,Desfavorável,Pouco relevante,EFRAIM FILHO
MPV 688/2015,10/11/15,DEM,Felipe Maia,RN,Não,Greenpeace,Desfavorável,Pouco relevante,FELIPE MAIA
MPV 688/2015,10/11/15,DEM,Hélio Leite,PA,Não,Greenpeace,Desfavorável,Pouco relevante,HÉLIO LEITE
MPV 688/2015,10/11/15,DEM,Jorge Tadeu Mudalen,SP,Não,Greenpeace,Desfavorável,Pouco relevante,JORGE TADEU MUDALEN
MPV 688/2015,10/11/15,DEM,José Carlos Aleluia,BA,Não,Greenpeace,Desfavorável,Pouco relevante,JOSÉ CARLOS ALELUIA
MPV 688/2015,10/11/15,DEM,Mandetta,MS,Não,Greenpeace,Desfavorável,Pouco relevante,MANDETTA
MPV 688/2015,10/11/15,DEM,Marcelo Aguiar,SP,Não,Greenpeace,Desfavorável,Pouco relevante,MARCELO AGUIAR
MPV 688/2015,10/11/15,DEM,Mendonça Filho,PE,Não,Greenpeace,Desfavorável,Pouco relevante,MENDONÇA FILHO
MPV 688/2015,10/11/15,DEM,Misael Varella,MG,Não,Greenpeace,Desfavorável,Pouco relevante,MISAEL VARELLA
MPV 688/2015,10/11/15,DEM,Moroni Torgan,CE,Não,Greenpeace,Desfavorável,Pouco relevante,MORONI TORGAN
MPV 688/2015,10/11/15,DEM,Pauderney Avelino,AM,Não,Greenpeace,Desfavorável,Pouco relevante,PAUDERNEY AVELINO
MPV 688/2015,10/11/15,DEM,Paulo Azi,BA,Não,Greenpeace,Desfavorável,Pouco relevante,PAULO AZI
MPV 688/2015,10/11/15,DEM,Professora Dorinha Seabra Rezende,TO,Não,Greenpeace,Desfavorável,Pouco relevante,PROFESSORA DORINHA SEABRA REZENDE
MPV 688/2015,10/11/15,DEM,Rodrigo Maia,RJ,Não,Greenpeace,Desfavorável,Pouco relevante,RODRIGO MAIA
MPV 688/2015,10/11/15,PCdoB,Alice Portugal,BA,Sim,Greenpeace,Desfavorável,Pouco relevante,ALICE PORTUGAL
MPV 688/2015,10/11/15,PCdoB,Angela Albino,SC,Sim,Greenpeace,Desfavorável,Pouco relevante,ANGELA ALBINO
MPV 688/2015,10/11/15,PCdoB,Carlos Eduardo Cadoca,PE,Sim,Greenpeace,Desfavorável,Pouco relevante,CARLOS EDUARDO CADOCA
MPV 688/2015,10/11/15,PCdoB,Chico Lopes,CE,Sim,Greenpeace,Desfavorável,Pouco relevante,CHICO LOPES
MPV 688/2015,10/11/15,PCdoB,Daniel Almeida,BA,Sim,Greenpeace,Desfavorável,Pouco relevante,DANIEL ALMEIDA
MPV 688/2015,10/11/15,PCdoB,Davidson Magalhães,BA,Sim,Greenpeace,Desfavorável,Pouco relevante,DAVIDSON MAGALHÃES
MPV 688/2015,10/11/15,PCdoB,Jandira Feghali,RJ,Sim,Greenpeace,Desfavorável,Pouco relevante,JANDIRA FEGHALI
MPV 688/2015,10/11/15,PCdoB,Jô Moraes,MG,Sim,Greenpeace,Desfavorável,Pouco relevante,JÔ MORAES
MPV 688/2015,10/11/15,PCdoB,Luciana Santos,PE,Sim,Greenpeace,Desfavorável,Pouco relevante,LUCIANA SANTOS
MPV 688/2015,10/11/15,PCdoB,Orlando Silva,SP,Sim,Greenpeace,Desfavorável,Pouco relevante,ORLANDO SILVA
MPV 688/2015,10/11/15,PCdoB,Rubens Pereira Júnior,MA,Sim,Greenpeace,Desfavorável,Pouco relevante,RUBENS PEREIRA JÚNIOR
MPV 688/2015,10/11/15,PCdoB,Wadson Ribeiro,MG,Sim,Greenpeace,Desfavorável,Pouco relevante,WADSON RIBEIRO
MPV 688/2015,10/11/15,PDT,Abel Mesquita Jr.,RR,Não,Greenpeace,Desfavorável,Pouco relevante,ABEL MESQUITA JR.
MPV 688/2015,10/11/15,PDT,Afonso Motta,RS,Sim,Greenpeace,Desfavorável,Pouco relevante,AFONSO MOTTA
MPV 688/2015,10/11/15,PDT,Dagoberto,MS,Sim,Greenpeace,Desfavorável,Pouco relevante,DAGOBERTO
MPV 688/2015,10/11/15,PDT,Félix Mendonça Júnior,BA,Não,Greenpeace,Desfavorável,Pouco relevante,FÉLIX MENDONÇA JÚNIOR
MPV 688/2015,10/11/15,PDT,Flavio Nogueira,PI,Sim,Greenpeace,Desfavorável,Pouco relevante,FLAVIO NOGUEIRA
MPV 688/2015,10/11/15,PDT,Major Olimpio,SP,Não,Greenpeace,Desfavorável,Pouco relevante,MAJOR OLIMPIO
MPV 688/2015,10/11/15,PDT,Marcelo Matos,RJ,Sim,Greenpeace,Desfavorável,Pouco relevante,MARCELO MATOS
MPV 688/2015,10/11/15,PDT,Pompeo de Mattos,RS,Sim,Greenpeace,Desfavorável,Pouco relevante,POMPEO DE MATTOS
MPV 688/2015,10/11/15,PDT,Roberto Góes,AP,Sim,Greenpeace,Desfavorável,Pouco relevante,ROBERTO GÓES
MPV 688/2015,10/11/15,PDT,Ronaldo Lessa,AL,Abstenção,Greenpeace,Desfavorável,Pouco relevante,RONALDO LESSA
MPV 688/2015,10/11/15,PDT,Rosângela Curado,MA,Sim,Greenpeace,Desfavorável,Pouco relevante,ROSÂNGELA CURADO
MPV 688/2015,10/11/15,PDT,Sergio Vidigal,ES,Sim,Greenpeace,Desfavorável,Pouco relevante,SERGIO VIDIGAL
MPV 688/2015,10/11/15,PDT,Subtenente Gonzaga,MG,Sim,Greenpeace,Desfavorável,Pouco relevante,SUBTENENTE GONZAGA
MPV 688/2015,10/11/15,PDT,Wolney Queiroz,PE,Sim,Greenpeace,Desfavorável,Pouco relevante,WOLNEY QUEIROZ
MPV 688/2015,10/11/15,PEN,André Fufuca,MA,Sim,Greenpeace,Desfavorável,Pouco relevante,ANDRÉ FUFUCA
MPV 688/2015,10/11/15,PHS,Adail Carneiro,CE,Sim,Greenpeace,Desfavorável,Pouco relevante,ADAIL CARNEIRO
MPV 688/2015,10/11/15,PHS,Carlos Andrade,RR,Não,Greenpeace,Desfavorável,Pouco relevante,CARLOS ANDRADE
MPV 688/2015,10/11/15,PHS,Diego Garcia,PR,Sim,Greenpeace,Desfavorável,Pouco relevante,DIEGO GARCIA
MPV 688/2015,10/11/15,PHS,Kaio Maniçoba,PE,Sim,Greenpeace,Desfavorável,Pouco relevante,KAIO MANIÇOBA
MPV 688/2015,10/11/15,PHS,Marcelo Aro,MG,Sim,Greenpeace,Desfavorável,Pouco relevante,MARCELO ARO
MPV 688/2015,10/11/15,PMDB,Alberto Filho,MA,Sim,Greenpeace,Desfavorável,Pouco relevante,ALBERTO FILHO
MPV 688/2015,10/11/15,PMDB,Alceu Moreira,RS,Não,Greenpeace,Desfavorável,Pouco relevante,ALCEU MOREIRA
MPV 688/2015,10/11/15,PMDB,Aníbal Gomes,CE,Sim,Greenpeace,Desfavorável,Pouco relevante,ANÍBAL GOMES
MPV 688/2015,10/11/15,PMDB,Baleia Rossi,SP,Não,Greenpeace,Desfavorável,Pouco relevante,BALEIA ROSSI
MPV 688/2015,10/11/15,PMDB,Cabuçu Borges,AP,Sim,Greenpeace,Desfavorável,Pouco relevante,CABUÇU BORGES
MPV 688/2015,10/11/15,PMDB,Carlos Bezerra,MT,Sim,Greenpeace,Desfavorável,Pouco relevante,CARLOS BEZERRA
MPV 688/2015,10/11/15,PMDB,Carlos Henrique Gaguim,TO,Sim,Greenpeace,Desfavorável,Pouco relevante,CARLOS HENRIQUE GAGUIM
MPV 688/2015,10/11/15,PMDB,Carlos Marun,MS,Sim,Greenpeace,Desfavorável,Pouco relevante,CARLOS MARUN
MPV 688/2015,10/11/15,PMDB,Celso Jacob,RJ,Sim,Greenpeace,Desfavorável,Pouco relevante,CELSO JACOB
MPV 688/2015,10/11/15,PMDB,Celso Maldaner,SC,Sim,Greenpeace,Desfavorável,Pouco relevante,CELSO MALDANER
MPV 688/2015,10/11/15,PMDB,Darcísio Perondi,RS,Sim,Greenpeace,Desfavorável,Pouco relevante,DARCÍSIO PERONDI
MPV 688/2015,10/11/15,PMDB,Dulce Miranda,TO,Sim,Greenpeace,Desfavorável,Pouco relevante,DULCE MIRANDA
MPV 688/2015,10/11/15,PMDB,Edinho Araújo,SP,Sim,Greenpeace,Desfavorável,Pouco relevante,EDINHO ARAÚJO
MPV 688/2015,10/11/15,PMDB,Edio Lopes,RR,Sim,Greenpeace,Desfavorável,Pouco relevante,EDIO LOPES
MPV 688/2015,10/11/15,PMDB,Eduardo Cunha,RJ,Art. 17,Greenpeace,Desfavorável,Pouco relevante,EDUARDO CUNHA
MPV 688/2015,10/11/15,PMDB,Elcione Barbalho,PA,Sim,Greenpeace,Desfavorável,Pouco relevante,ELCIONE BARBALHO
MPV 688/2015,10/11/15,PMDB,Fabio Reis,SE,Não,Greenpeace,Desfavorável,Pouco relevante,FABIO REIS
MPV 688/2015,10/11/15,PMDB,Fernando Jordão,RJ,Sim,Greenpeace,Desfavorável,Pouco relevante,FERNANDO JORDÃO
MPV 688/2015,10/11/15,PMDB,Flaviano Melo,AC,Não,Greenpeace,Desfavorável,Pouco relevante,FLAVIANO MELO
MPV 688/2015,10/11/15,PMDB,Geraldo Resende,MS,Não,Greenpeace,Desfavorável,Pouco relevante,GERALDO RESENDE
MPV 688/2015,10/11/15,PMDB,Hermes Parcianello,PR,Sim,Greenpeace,Desfavorável,Pouco relevante,HERMES PARCIANELLO
MPV 688/2015,10/11/15,PMDB,Hildo Rocha,MA,Não,Greenpeace,Desfavorável,Pouco relevante,HILDO ROCHA
MPV 688/2015,10/11/15,PMDB,Jarbas Vasconcelos,PE,Não,Greenpeace,Desfavorável,Pouco relevante,JARBAS VASCONCELOS
MPV 688/2015,10/11/15,PMDB,João Arruda,PR,Sim,Greenpeace,Desfavorável,Pouco relevante,JOÃO ARRUDA
MPV 688/2015,10/11/15,PMDB,João Marcelo Souza,MA,Sim,Greenpeace,Desfavorável,Pouco relevante,JOÃO MARCELO SOUZA
MPV 688/2015,10/11/15,PMDB,José Fogaça,RS,Sim,Greenpeace,Desfavorável,Pouco relevante,JOSÉ FOGAÇA
MPV 688/2015,10/11/15,PMDB,José Priante,PA,Sim,Greenpeace,Desfavorável,Pouco relevante,JOSÉ PRIANTE
MPV 688/2015,10/11/15,PMDB,Josi Nunes,TO,Sim,Greenpeace,Desfavorável,Pouco relevante,JOSI NUNES
MPV 688/2015,10/11/15,PMDB,Laudivio Carvalho,MG,Sim,Greenpeace,Desfavorável,Pouco relevante,LAUDIVIO CARVALHO
MPV 688/2015,10/11/15,PMDB,Laura Carneiro,RJ,Sim,Greenpeace,Desfavorável,Pouco relevante,LAURA CARNEIRO
MPV 688/2015,10/11/15,PMDB,Leonardo Picciani,RJ,Sim,Greenpeace,Desfavorável,Pouco relevante,LEONARDO PICCIANI
MPV 688/2015,10/11/15,PMDB,Lindomar Garçon,RO,Sim,Greenpeace,Desfavorável,Pouco relevante,LINDOMAR GARÇON
MPV 688/2015,10/11/15,PMDB,Lucio Mosquini,RO,Sim,Greenpeace,Desfavorável,Pouco relevante,LUCIO MOSQUINI
MPV 688/2015,10/11/15,PMDB,Lucio Vieira Lima,BA,Não,Greenpeace,Desfavorável,Pouco relevante,LUCIO VIEIRA LIMA
MPV 688/2015,10/11/15,PMDB,Manoel Junior,PB,Sim,Greenpeace,Desfavorável,Pouco relevante,MANOEL JUNIOR
MPV 688/2015,10/11/15,PMDB,Marcos Rotta,AM,Abstenção,Greenpeace,Desfavorável,Pouco relevante,MARCOS ROTTA
MPV 688/2015,10/11/15,PMDB,Marinha Raupp,RO,Sim,Greenpeace,Desfavorável,Pouco relevante,MARINHA RAUPP
MPV 688/2015,10/11/15,PMDB,Marx Beltrão,AL,Não,Greenpeace,Desfavorável,Pouco relevante,MARX BELTRÃO
MPV 688/2015,10/11/15,PMDB,Mauro Lopes,MG,Sim,Greenpeace,Desfavorável,Pouco relevante,MAURO LOPES
MPV 688/2015,10/11/15,PMDB,Mauro Pereira,RS,Sim,Greenpeace,Desfavorável,Pouco relevante,MAURO PEREIRA
MPV 688/2015,10/11/15,PMDB,Newton Cardoso Jr,MG,Sim,Greenpeace,Desfavorável,Pouco relevante,NEWTON CARDOSO JR
MPV 688/2015,10/11/15,PMDB,Osmar Serraglio,PR,Sim,Greenpeace,Desfavorável,Pouco relevante,OSMAR SERRAGLIO
MPV 688/2015,10/11/15,PMDB,Osmar Terra,RS,Não,Greenpeace,Desfavorável,Pouco relevante,OSMAR TERRA
MPV 688/2015,10/11/15,PMDB,Pedro Chaves,GO,Sim,Greenpeace,Desfavorável,Pouco relevante,PEDRO CHAVES
MPV 688/2015,10/11/15,PMDB,Rodrigo Pacheco,MG,Sim,Greenpeace,Desfavorável,Pouco relevante,RODRIGO PACHECO
MPV 688/2015,10/11/15,PMDB,Rogério Peninha Mendonça,SC,Sim,Greenpeace,Desfavorável,Pouco relevante,ROGÉRIO PENINHA MENDONÇA
MPV 688/2015,10/11/15,PMDB,Ronaldo Benedet,SC,Sim,Greenpeace,Desfavorável,Pouco relevante,RONALDO BENEDET
MPV 688/2015,10/11/15,PMDB,Roney Nemer,DF,Sim,Greenpeace,Desfavorável,Pouco relevante,RONEY NEMER
MPV 688/2015,10/11/15,PMDB,Saraiva Felipe,MG,Sim,Greenpeace,Desfavorável,Pouco relevante,SARAIVA FELIPE
MPV 688/2015,10/11/15,PMDB,Sergio Souza,PR,Sim,Greenpeace,Desfavorável,Pouco relevante,SERGIO SOUZA
MPV 688/2015,10/11/15,PMDB,Silas Brasileiro,MG,Sim,Greenpeace,Desfavorável,Pouco relevante,SILAS BRASILEIRO
MPV 688/2015,10/11/15,PMDB,Simone Morgado,PA,Sim,Greenpeace,Desfavorável,Pouco relevante,SIMONE MORGADO
MPV 688/2015,10/11/15,PMDB,Soraya Santos,RJ,Sim,Greenpeace,Desfavorável,Pouco relevante,SORAYA SANTOS
MPV 688/2015,10/11/15,PMDB,Valdir Colatto,SC,Não,Greenpeace,Desfavorável,Pouco relevante,VALDIR COLATTO
MPV 688/2015,10/11/15,PMDB,Veneziano Vital do Rêgo,PB,Não,Greenpeace,Desfavorável,Pouco relevante,VENEZIANO VITAL DO RÊGO
MPV 688/2015,10/11/15,PMDB,Walter Alves,RN,Sim,Greenpeace,Desfavorável,Pouco relevante,WALTER ALVES
MPV 688/2015,10/11/15,PMDB,Washington Reis,RJ,Sim,Greenpeace,Desfavorável,Pouco relevante,WASHINGTON REIS
MPV 688/2015,10/11/15,PMDB,Zé Augusto Nalin,RJ,Sim,Greenpeace,Desfavorável,Pouco relevante,ZÉ AUGUSTO NALIN
MPV 688/2015,10/11/15,PMN,Antônio Jácome,RN,Não,Greenpeace,Desfavorável,Pouco relevante,ANTÔNIO JÁCOME
MPV 688/2015,10/11/15,PMN,Dâmina Pereira,MG,Não,Greenpeace,Desfavorável,Pouco relevante,DÂMINA PEREIRA
MPV 688/2015,10/11/15,PMN,Hiran Gonçalves,RR,Não,Greenpeace,Desfavorável,Pouco relevante,HIRAN GONÇALVES
MPV 688/2015,10/11/15,PP,Afonso Hamm,RS,Não,Greenpeace,Desfavorável,Pouco relevante,AFONSO HAMM
MPV 688/2015,10/11/15,PP,Aguinaldo Ribeiro,PB,Sim,Greenpeace,Desfavorável,Pouco relevante,AGUINALDO RIBEIRO
MPV 688/2015,10/11/15,PP,Arthur Lira,AL,Sim,Greenpeace,Desfavorável,Pouco relevante,ARTHUR LIRA
MPV 688/2015,10/11/15,PP,Beto Rosado,RN,Sim,Greenpeace,Desfavorável,Pouco relevante,BETO ROSADO
MPV 688/2015,10/11/15,PP,Conceição Sampaio,AM,Abstenção,Greenpeace,Desfavorável,Pouco relevante,CONCEIÇÃO SAMPAIO
MPV 688/2015,10/11/15,PP,Covatti Filho,RS,Não,Greenpeace,Desfavorável,Pouco relevante,COVATTI FILHO
MPV 688/2015,10/11/15,PP,Dilceu Sperafico,PR,Sim,Greenpeace,Desfavorável,Pouco relevante,DILCEU SPERAFICO
MPV 688/2015,10/11/15,PP,Dimas Fabiano,MG,Não,Greenpeace,Desfavorável,Pouco relevante,DIMAS FABIANO
MPV 688/2015,10/11/15,PP,Eduardo da Fonte,PE,Sim,Greenpeace,Desfavorável,Pouco relevante,EDUARDO DA FONTE
MPV 688/2015,10/11/15,PP,Esperidião Amin,SC,Não,Greenpeace,Desfavorável,Pouco relevante,ESPERIDIÃO AMIN
MPV 688/2015,10/11/15,PP,Ezequiel Fonseca,MT,Sim,Greenpeace,Desfavorável,Pouco relevante,EZEQUIEL FONSECA
MPV 688/2015,10/11/15,PP,Fernando Monteiro,PE,Sim,Greenpeace,Desfavorável,Pouco relevante,FERNANDO MONTEIRO
MPV 688/2015,10/11/15,PP,Iracema Portella,PI,Sim,Greenpeace,Desfavorável,Pouco relevante,IRACEMA PORTELLA
MPV 688/2015,10/11/15,PP,Jair Bolsonaro,RJ,Não,Greenpeace,Desfavorável,Pouco relevante,JAIR BOLSONARO
MPV 688/2015,10/11/15,PP,Jerônimo Goergen,RS,Não,Greenpeace,Desfavorável,Pouco relevante,JERÔNIMO GOERGEN
MPV 688/2015,10/11/15,PP,Jorge Boeira,SC,Não,Greenpeace,Desfavorável,Pouco relevante,JORGE BOEIRA
MPV 688/2015,10/11/15,PP,José Otávio Germano,RS,Não,Greenpeace,Desfavorável,Pouco relevante,JOSÉ OTÁVIO GERMANO
MPV 688/2015,10/11/15,PP,Julio Lopes,RJ,Sim,Greenpeace,Desfavorável,Pouco relevante,JULIO LOPES
MPV 688/2015,10/11/15,PP,Lázaro Botelho,TO,Sim,Greenpeace,Desfavorável,Pouco relevante,LÁZARO BOTELHO
MPV 688/2015,10/11/15,PP,Luis Carlos Heinze,RS,Não,Greenpeace,Desfavorável,Pouco relevante,LUIS CARLOS HEINZE
MPV 688/2015,10/11/15,PP,Luiz Fernando Faria,MG,Sim,Greenpeace,Desfavorável,Pouco relevante,LUIZ FERNANDO FARIA
MPV 688/2015,10/11/15,PP,Marcelo Belinati,PR,Não,Greenpeace,Desfavorável,Pouco relevante,MARCELO BELINATI
MPV 688/2015,10/11/15,PP,Mário Negromonte Jr.,BA,Sim,Greenpeace,Desfavorável,Pouco relevante,MÁRIO NEGROMONTE JR.
MPV 688/2015,10/11/15,PP,Missionário José Olimpio,SP,Não,Greenpeace,Desfavorável,Pouco relevante,MISSIONÁRIO JOSÉ OLIMPIO
MPV 688/2015,10/11/15,PP,Nelson Meurer,PR,Sim,Greenpeace,Desfavorável,Pouco relevante,NELSON MEURER
MPV 688/2015,10/11/15,PP,Odelmo Leão,MG,Não,Greenpeace,Desfavorável,Pouco relevante,ODELMO LEÃO
MPV 688/2015,10/11/15,PP,Paulo Maluf,SP,Sim,Greenpeace,Desfavorável,Pouco relevante,PAULO MALUF
MPV 688/2015,10/11/15,PP,Renzo Braz,MG,Não,Greenpeace,Desfavorável,Pouco relevante,RENZO BRAZ
MPV 688/2015,10/11/15,PP,Ricardo Barros,PR,Sim,Greenpeace,Desfavorável,Pouco relevante,RICARDO BARROS
MPV 688/2015,10/11/15,PP,Roberto Balestra,GO,Não,Greenpeace,Desfavorável,Pouco relevante,ROBERTO BALESTRA
MPV 688/2015,10/11/15,PP,Roberto Britto,BA,Sim,Greenpeace,Desfavorável,Pouco relevante,ROBERTO BRITTO
MPV 688/2015,10/11/15,PP,Sandes Júnior,GO,Sim,Greenpeace,Desfavorável,Pouco relevante,SANDES JÚNIOR
MPV 688/2015,10/11/15,PP,Simão Sessim,RJ,Sim,Greenpeace,Desfavorável,Pouco relevante,SIMÃO SESSIM
MPV 688/2015,10/11/15,PP,Toninho Pinheiro,MG,Sim,Greenpeace,Desfavorável,Pouco relevante,TONINHO PINHEIRO
MPV 688/2015,10/11/15,PP,Waldir Maranhão,MA,Sim,Greenpeace,Desfavorável,Pouco relevante,WALDIR MARANHÃO
MPV 688/2015,10/11/15,PPS,Alex Manente,SP,Não,Greenpeace,Desfavorável,Pouco relevante,ALEX MANENTE
MPV 688/2015,10/11/15,PPS,Arnaldo Jordy,PA,Não,Greenpeace,Desfavorável,Pouco relevante,ARNALDO JORDY
MPV 688/2015,10/11/15,PPS,Carmen Zanotto,SC,Não,Greenpeace,Desfavorável,Pouco relevante,CARMEN ZANOTTO
MPV 688/2015,10/11/15,PPS,Hissa Abrahão,AM,Não,Greenpeace,Desfavorável,Pouco relevante,HISSA ABRAHÃO
MPV 688/2015,10/11/15,PPS,Marcos Abrão,GO,Não,Greenpeace,Desfavorável,Pouco relevante,MARCOS ABRÃO
MPV 688/2015,10/11/15,PPS,Moses Rodrigues,CE,Não,Greenpeace,Desfavorável,Pouco relevante,MOSES RODRIGUES
MPV 688/2015,10/11/15,PPS,Raul Jungmann,PE,Não,Greenpeace,Desfavorável,Pouco relevante,RAUL JUNGMANN
MPV 688/2015,10/11/15,PPS,Roberto Freire,SP,Não,Greenpeace,Desfavorável,Pouco relevante,ROBERTO FREIRE
MPV 688/2015,10/11/15,PPS,Rubens Bueno,PR,Não,Greenpeace,Desfavorável,Pouco relevante,RUBENS BUENO
MPV 688/2015,10/11/15,PPS,Sandro Alex,PR,Não,Greenpeace,Desfavorável,Pouco relevante,SANDRO ALEX
MPV 688/2015,10/11/15,PR,Aelton Freitas,MG,Sim,Greenpeace,Desfavorável,Pouco relevante,AELTON FREITAS
MPV 688/2015,10/11/15,PR,Alfredo Nascimento,AM,Sim,Greenpeace,Desfavorável,Pouco relevante,ALFREDO NASCIMENTO
MPV 688/2015,10/11/15,PR,Anderson Ferreira,PE,Sim,Greenpeace,Desfavorável,Pouco relevante,ANDERSON FERREIRA
MPV 688/2015,10/11/15,PR,Bilac Pinto,MG,Não,Greenpeace,Desfavorável,Pouco relevante,BILAC PINTO
MPV 688/2015,10/11/15,PR,Cabo Sabino,CE,Não,Greenpeace,Desfavorável,Pouco relevante,CABO SABINO
MPV 688/2015,10/11/15,PR,Capitão Augusto,SP,Sim,Greenpeace,Desfavorável,Pouco relevante,CAPITÃO AUGUSTO
MPV 688/2015,10/11/15,PR,Clarissa Garotinho,RJ,Não,Greenpeace,Desfavorável,Pouco relevante,CLARISSA GAROTINHO
MPV 688/2015,10/11/15,PR,João Carlos Bacelar,BA,Sim,Greenpeace,Desfavorável,Pouco relevante,JOÃO CARLOS BACELAR
MPV 688/2015,10/11/15,PR,Jorginho Mello,SC,Sim,Greenpeace,Desfavorável,Pouco relevante,JORGINHO MELLO
MPV 688/2015,10/11/15,PR,José Rocha,BA,Sim,Greenpeace,Desfavorável,Pouco relevante,JOSÉ ROCHA
MPV 688/2015,10/11/15,PR,Laerte Bessa,DF,Sim,Greenpeace,Desfavorável,Pouco relevante,LAERTE BESSA
MPV 688/2015,10/11/15,PR,Lúcio Vale,PA,Sim,Greenpeace,Desfavorável,Pouco relevante,LÚCIO VALE
MPV 688/2015,10/11/15,PR,Luiz Cláudio,RO,Sim,Greenpeace,Desfavorável,Pouco relevante,LUIZ CLÁUDIO
MPV 688/2015,10/11/15,PR,Luiz Nishimori,PR,Sim,Greenpeace,Desfavorável,Pouco relevante,LUIZ NISHIMORI
MPV 688/2015,10/11/15,PR,Magda Mofatto,GO,Sim,Greenpeace,Desfavorável,Pouco relevante,MAGDA MOFATTO
MPV 688/2015,10/11/15,PR,Marcio Alvino,SP,Sim,Greenpeace,Desfavorável,Pouco relevante,MARCIO ALVINO
MPV 688/2015,10/11/15,PR,Marcos Soares,RJ,Não,Greenpeace,Desfavorável,Pouco relevante,MARCOS SOARES
MPV 688/2015,10/11/15,PR,Miguel Lombardi,SP,Sim,Greenpeace,Desfavorável,Pouco relevante,MIGUEL LOMBARDI
MPV 688/2015,10/11/15,PR,Paulo Feijó,RJ,Sim,Greenpeace,Desfavorável,Pouco relevante,PAULO FEIJÓ
MPV 688/2015,10/11/15,PR,Paulo Freire,SP,Sim,Greenpeace,Desfavorável,Pouco relevante,PAULO FREIRE
MPV 688/2015,10/11/15,PR,Remídio Monai,RR,Sim,Greenpeace,Desfavorável,Pouco relevante,REMÍDIO MONAI
MPV 688/2015,10/11/15,PR,Silas Freire,PI,Abstenção,Greenpeace,Desfavorável,Pouco relevante,SILAS FREIRE
MPV 688/2015,10/11/15,PR,Tiririca,SP,Sim,Greenpeace,Desfavorável,Pouco relevante,TIRIRICA
MPV 688/2015,10/11/15,PR,Wellington Roberto,PB,Sim,Greenpeace,Desfavorável,Pouco relevante,WELLINGTON ROBERTO
MPV 688/2015,10/11/15,PR,Zenaide Maia,RN,Sim,Greenpeace,Desfavorável,Pouco relevante,ZENAIDE MAIA
MPV 688/2015,10/11/15,PRB,Alan Rick,AC,Não,Greenpeace,Desfavorável,Pouco relevante,ALAN RICK
MPV 688/2015,10/11/15,PRB,André Abdon,AP,Sim,Greenpeace,Desfavorável,Pouco relevante,ANDRÉ ABDON
MPV 688/2015,10/11/15,PRB,Antonio Bulhões,SP,Sim,Greenpeace,Desfavorável,Pouco relevante,ANTONIO BULHÕES
MPV 688/2015,10/11/15,PRB,Carlos Gomes,RS,Não,Greenpeace,Desfavorável,Pouco relevante,CARLOS GOMES
MPV 688/2015,10/11/15,PRB,Celso Russomanno,SP,Sim,Greenpeace,Desfavorável,Pouco relevante,CELSO RUSSOMANNO
MPV 688/2015,10/11/15,PRB,César Halum,TO,Não,Greenpeace,Desfavorável,Pouco relevante,CÉSAR HALUM
MPV 688/2015,10/11/15,PRB,Cleber Verde,MA,Sim,Greenpeace,Desfavorável,Pouco relevante,CLEBER VERDE
MPV 688/2015,10/11/15,PRB,Jhonatan de Jesus,RR,Não,Greenpeace,Desfavorável,Pouco relevante,JHONATAN DE JESUS
MPV 688/2015,10/11/15,PRB,Marcelo Squassoni,SP,Não,Greenpeace,Desfavorável,Pouco relevante,MARCELO SQUASSONI
MPV 688/2015,10/11/15,PRB,Márcio Marinho,BA,Sim,Greenpeace,Desfavorável,Pouco relevante,MÁRCIO MARINHO
MPV 688/2015,10/11/15,PRB,Roberto Alves,SP,Sim,Greenpeace,Desfavorável,Pouco relevante,ROBERTO ALVES
MPV 688/2015,10/11/15,PRB,Roberto Sales,RJ,Sim,Greenpeace,Desfavorável,Pouco relevante,ROBERTO SALES
MPV 688/2015,10/11/15,PRB,Ronaldo Martins,CE,Não,Greenpeace,Desfavorável,Pouco relevante,RONALDO MARTINS
MPV 688/2015,10/11/15,PRB,Rosangela Gomes,RJ,Sim,Greenpeace,Desfavorável,Pouco relevante,ROSANGELA GOMES
MPV 688/2015,10/11/15,PRB,Vinicius Carvalho,SP,Sim,Greenpeace,Desfavorável,Pouco relevante,VINICIUS CARVALHO
MPV 688/2015,10/11/15,PROS,Ademir Camilo,MG,Sim,Greenpeace,Desfavorável,Pouco relevante,ADEMIR CAMILO
MPV 688/2015,10/11/15,PROS,Ariosto Holanda,CE,Sim,Greenpeace,Desfavorável,Pouco relevante,ARIOSTO HOLANDA
MPV 688/2015,10/11/15,PROS,Domingos Neto,CE,Sim,Greenpeace,Desfavorável,Pouco relevante,DOMINGOS NETO
MPV 688/2015,10/11/15,PROS,Dr. Jorge Silva,ES,Sim,Greenpeace,Desfavorável,Pouco relevante,DR. JORGE SILVA
